time,action,target_price,target_volume
2018-09-01 00:00:00,sell,0.9565119226055818,0.1670067238408559
2018-09-01 01:00:00,sell,1.9380417537398755,1.3696395206093153
2018-09-01 02:00:00,buy,2.6298654023243264,0.443429769764431
2018-09-01 03:00:00,buy,1.7277178406689773,0.016673116475389382
2018-09-01 04:00:00,buy,2.636269614461546,0.20398424363533818
2018-09-01 05:00:00,sell,0.976606288127747,1.1638177840954458
2018-09-01 06:00:00,buy,1.7538467332049312,0.4085240500237761
2018-09-01 07:00:00,buy,1.5881465442301075,0.5666349221607454
2018-09-01 08:00:00,buy,2.292565872403684,0.06433657678678106
2018-09-01 09:00:00,sell,1.8269915290067946,0.7908742178071186
2018-09-01 10:00:00,sell,1.5825396741074316,0.14093254761495155
2018-09-01 11:00:00,sell,2.3427399274880534,0.848045724823782
2018-09-01 12:00:00,sell,1.291766309363581,0.8718201242881692
2018-09-01 13:00:00,sell,1.7024184725270515,1.6486991028957358
2018-09-01 14:00:00,sell,1.7515124426963835,0.5699212473774494
2018-09-01 15:00:00,sell,1.4985597000274984,0.7297623561162603
2018-09-01 16:00:00,sell,1.7264752606630425,1.7139929976513149
2018-09-01 17:00:00,sell,1.7701394867169504,1.868569477459579
2018-09-01 18:00:00,buy,1.232927007214732,0.08729406429995845
2018-09-01 19:00:00,sell,1.0828572885115273,0.3278487567917856
2018-09-01 20:00:00,buy,2.4502199770246653,0.37638887895793294
2018-09-01 21:00:00,buy,2.1031718954317973,0.608521158771832
2018-09-01 22:00:00,buy,1.3075006919701646,0.775918190203927
2018-09-01 23:00:00,sell,1.614425121284889,2.0243558129666765
